港台精選,#genre#
NEW-ZEALAND-Wairarapa-TV,http://stream.wairarapatv.co.nz/Cellular_High/playlist.m3u8
NHK華語,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
NHK英語新聞,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp/index_1M.m3u8
NOW新聞,http://teslagram.com/live/channel_332.m3u8
NOW直播,http://teslagram.com/live/channel_331.m3u8
Olympic Channel 2,https://iocchannel-i.akamaihd.net/hls/live/514135/olylinear0629221316/DomesticOlympicsLinear_VIDEO_0_7064000.m3u8
ONE CHANNEL SPORT ARAB,http://63.237.48.3/ios/CHANNEL_ONE_TV/CHANNEL_ONE_TV.m3u8
One Golf,http://162.250.201.58:6211/pk/ONEGOLF/index.m3u8
One HD,http://live.pjmcdn.info/live/ONE-HD.stream/playlist.m3u8
Outside TV,https://a.jsrdn.com/broadcast/3gT64sH/c.m3u8
Playboy tv,http://188.35.9.14:21101/udp/127h
PPTV thai,http://183.182.100.184/live/pptvthai/playlist.m3u8
Rai 4 Italy,http://b2everyrai-lh.akamaihd.net/i/rai4_1@181951/master.m3u8
Redbull tv,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
Rthk,https://rthkvod1-vh.akamaihd.net/i/mp4/tv/2019/THKCCT2019M04701828.smil/index_1000000_av.m3u8??!
RTHK 32,https://www.rthk.hk/feeds/dtt/rthktv32_https.m3u8
Rthk 香港電台,https://rthkvod1-vh.akamaihd.net/i/mp4/tv/2019/THKCCT2019M04701828.smil/index_1000000_av.m3u8
RTHK31,http://teslagram.com/live/channel_31.m3u8
RTHK32,http://teslagram.com/live/channel_32.m3u8
SEC Network,https://gma2.blab.email/sec.m3u8
Sky News Extra1,http://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8
Sky News Extra2,http://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master960x540.m3u8
Sky-NEWS1,http://skydvn-nowtv-atv-prod.skydvn.com/atv/skynews/1404/live/04.m3u8
Sky-NEWS1,http://cbsnewshd-lh.akamaihd.net/i/CBSNHD_7@199302/master.m3u8
Sportskool TV,https://a.jsrdn.com/broadcast/22697/+0000/c.m3u8
Suria tv,https://d11h6a6nhl9kj9.cloudfront.net/hls/suriactv/master02.m3u8
Tennis Channel,https://playoutengine.sinclairstoryline.com/playout/9f87522c-5a0e-4ff4-b82c-d5564216132f/g.m3u8
Tennis Channel+,https://playoutengine.sinclairstoryline.com/playout/f2f8b269-dd85-4434-bdd3-b3a64ca9cd60/g.m3u8
Thai PBS News,http://thaipbs-live.cdn.byteark.com/live/playlist_1080p/index.m3u8
Thai tv 7,http://live.pjmcdn.info/live/Ch7-HD.stream/playlist.m3u8
Thairath tv 32,http://live.thairath.co.th/trtv2/playlist_720p/index.m3u8
Thrill,http://210.210.155.35/qwr9ew/s/s34/index.m3u8
Thrill 1,http://210.210.155.35/qwr9ew/s/s34/index2.m3u8
Usee Prime Foreign,https://livetvhooq.akamaized.net/8eb1108c494240ef94c5c8ae7e572c29/eu-central-1/5493668622001/profile_2/chunklist.m3u8?hdnts=st=1569566690~exp=9007200824307681~acl=/8eb1108c494240ef94c5c8ae7e572c29/*/profile_2/chunklist.m3u8*~hmac=cc4223b8bfbb07d175ad755bd540d8f9f273de2b47c7ddb69470a49c4be61140
Usee Prime Foreign 1,https://livetvhooq.akamaized.net/8eb1108c494240ef94c5c8ae7e572c29/eu-central-1/5493668622001/profile_2/chunklist.m3u8?hdnts=st=1569566690~exp=9007200824307681~acl=/8eb1108c494240ef94c5c8ae7e572c29/*/profile_2/chunklist.m3u8*~hmac=cc4223b8bfbb07d175ad755bd540d8f9f273de2b47c7ddb69470a49c4be61140
Voice of America (PST),http://voa-lh.akamaihd.net/i/voa_mpls_tvmc6@320298/master.m3u8?fluxustv.m3u8
Ya Emitido,http://59c5c86e10038.streamlock.net:1935/6605140/6605140/playlist.m3u8

香港頻道,#genre#
TVB翡翠,http://bd.228888888.xyz:8081/hls/ch101.m3u8
J2,http://bd.228888888.xyz:8081/hls/ch102.m3u8
無線財經,http://bd.228888888.xyz:8081/hls/ch103.m3u8
TVB明珠,http://bd.228888888.xyz:8081/hls/ch104.m3u8
無線新聞,http://bd.228888888.xyz:8081/hls/ch201.m3u8
TVB星河,http://bd.228888888.xyz:8081/hls/ch105.m3u8
星河國語,http://bd.228888888.xyz:8081/hls/ch108.m3u8
有線新聞,http://bd.228888888.xyz:8081/hls/ch109.m3u8
鳳凰電影,http://bd.228888888.xyz:8081/hls/ch110.m3u8
thrill,http://bd.228888888.xyz:8081/hls/ch112.m3u8
TVB經典,http://bd.228888888.xyz:8081/hls/ch113.m3u8
衛視國際電影,http://bd.228888888.xyz:8081/hls/ch111.m3u8
NOW新聞,http://bd.228888888.xyz:8081/hls/ch114.m3u8
VIUTV,http://bd.228888888.xyz:8081/hls/ch115.m3u8
VIUTV6,http://bd.228888888.xyz:8081/hls/ch116.m3u8
有線財*,http://bd.228888888.xyz:8081/hls/ch117.m3u8
有線娛樂,http://bd.228888888.xyz:8081/hls/ch118.m3u8
有線18,http://bd.228888888.xyz:8081/hls/ch119.m3u8
TVB翡翠,http://bd.228888888.xyz:8081/hls/ch101.m3u8
J2,http://bd.228888888.xyz:8081/hls/ch102.m3u8
無線財*,http://bd.228888888.xyz:8081/hls/ch103.m3u8
TVB明珠,http://bd.228888888.xyz:8081/hls/ch104.m3u8
無線新聞,http://bd.228888888.xyz:8081/hls/ch201.m3u8
TVB星河,http://bd.228888888.xyz:8081/hls/ch105.m3u8
星河國語,http://bd.228888888.xyz:8081/hls/ch108.m3u8
有線新聞,http://bd.228888888.xyz:8081/hls/ch109.m3u8
鳳凰電影,http://bd.228888888.xyz:8081/hls/ch110.m3u8
thrill,http://bd.228888888.xyz:8081/hls/ch112.m3u8
TVB經典,http://bd.228888888.xyz:8081/hls/ch113.m3u8
衛視國際電影,http://bd.228888888.xyz:8081/hls/ch111.m3u8
NOW新聞,http://bd.228888888.xyz:8081/hls/ch114.m3u8
VIUTV,http://bd.228888888.xyz:8081/hls/ch115.m3u8
VIUTV6,http://bd.228888888.xyz:8081/hls/ch116.m3u8
有線財*,http://bd.228888888.xyz:8081/hls/ch117.m3u8
有線娛樂,http://bd.228888888.xyz:8081/hls/ch118.m3u8
有線18,http://bd.228888888.xyz:8081/hls/ch119.m3u8
鳳凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8 
鳳凰香港,http://223.110.245.137/PLTV/3/224/3221226975/index.m3u8 
鳳凰香港2,http://223.82.250.72/live/fhhongkong/1.m3u8 
鳳凰中文HD1,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8 
鳳凰中文HD1,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8 
鳳凰中文HD2,http://223.82.250.72/live/fhchinese/1.m3u8 
鳳凰資訊,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8 
鳳凰資訊,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8 
鳳凰資訊1,http://117.169.120.138:8080/live/fhzixun/.m3u8 
鳳凰資訊1,http://liveali.ifeng.com/live/FHZX.m3u8 
鳳凰資訊2,http://223.82.250.72/live/fhzixun/1.m3u8 
HKS衛視台,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8 
TVB財台,http://prdsecurelive.ainemo.com/live/234cjcj.m3u8 
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8 
澳門有線①台,http://202.175.127.77/live/show/ch1/index.m3u8 
澳門有線②台,http://202.175.127.77/live/show/ch2/index.m3u8 
澳門有線③台,http://202.175.127.77/live/show/ch3/index.m3u8 
澳亞衛視,http://116.199.5.51:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=192&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8 
澳亞衛視,http://stream.mastvnet.com/MASTV/sd/live.m3u8 
寰宇地理,http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8 
香港電影,http://aldirect.hls.huya.com/huyalive/29106097-2689453724-11551115788685410304-2847687506-10057-A-1525422901-1_1200.m3u8 
陽光衛視,http://121.31.30.90:8085/ysten-business/live/yangguangstv/1.m3u8 
陽光衛視,http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8 
耀才財經台,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8 
TVB翡翠台,http://116.199.5.51:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8 
TVB明珠台,http://116.199.5.51:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8 



台灣頻道,#genre#
龍翔電影,http://bd.228888888.xyz:8081/hls/ch301.m3u8
緯來電影,http://bd.228888888.xyz:8081/hls/ch302.m3u8
東森洋片,http://bd.228888888.xyz:8081/hls/ch303.m3u8
衛視電影,http://bd.228888888.xyz:8081/hls/ch304.m3u8
星衛電影,http://bd.228888888.xyz:8081/hls/ch305.m3u8
美亞電影,http://bd.228888888.xyz:8081/hls/ch306.m3u8
衛視洋片,http://bd.228888888.xyz:8081/hls/ch307.m3u8
東森電影,http://bd.228888888.xyz:8081/hls/ch308.m3u8
龍華洋片,http://bd.228888888.xyz:8081/hls/ch309.m3u8
HBOHD,http://bd.228888888.xyz:8081/hls/ch310.m3u8
HBOHITS,http://bd.228888888.xyz:8081/hls/ch311.m3u8
HBOignature,http://bd.228888888.xyz:8081/hls/ch312.m3u8
HBOfamlly,http://bd.228888888.xyz:8081/hls/ch313.m3u8
中視,http://bd.228888888.xyz:8081/hls/ch202.m3u8
華視,http://bd.228888888.xyz:8081/hls/ch203.m3u8
民視,http://bd.228888888.xyz:8081/hls/ch204.m3u8
台視,http://bd.228888888.xyz:8081/hls/ch205.m3u8
八大綜合,http://bd.228888888.xyz:8081/hls/ch206.m3u8
八大第一,http://bd.228888888.xyz:8081/hls/ch207.m3u8
八大戲劇,http://bd.228888888.xyz:8081/hls/ch208.m3u8
CNN,http://bd.228888888.xyz:8081/hls/ch315.m3u8
寰宇新聞,http://bd.228888888.xyz:8081/hls/ch211.m3u8
TVBS新聞,http://bd.228888888.xyz:8081/hls/ch215.m3u8
東森新聞,http://bd.228888888.xyz:8081/hls/ch217.m3u8
中天新聞,http://bd.228888888.xyz:8081/hls/zhongtianxw.m3u8
國家地理,http://bd.228888888.xyz:8081/hls/ch316.m3u8
龍翔電影,http://bd.228888888.xyz:8081/hls/ch301.m3u8
緯來電影,http://bd.228888888.xyz:8081/hls/ch302.m3u8
東森洋片,http://bd.228888888.xyz:8081/hls/ch303.m3u8
衛視電影,http://bd.228888888.xyz:8081/hls/ch304.m3u8
星衛電影,http://bd.228888888.xyz:8081/hls/ch305.m3u8
美亞電影,http://bd.228888888.xyz:8081/hls/ch306.m3u8
衛視洋片,http://bd.228888888.xyz:8081/hls/ch307.m3u8
東森電影,http://bd.228888888.xyz:8081/hls/ch308.m3u8
龍華洋片,http://bd.228888888.xyz:8081/hls/ch309.m3u8
HBOHD,http://bd.228888888.xyz:8081/hls/ch310.m3u8
HBOHITS,http://bd.228888888.xyz:8081/hls/ch311.m3u8
HBOignature,http://bd.228888888.xyz:8081/hls/ch312.m3u8
HBOfamlly,http://bd.228888888.xyz:8081/hls/ch313.m3u8
中視,http://bd.228888888.xyz:8081/hls/ch202.m3u8
華視,http://bd.228888888.xyz:8081/hls/ch203.m3u8
民視,http://bd.228888888.xyz:8081/hls/ch204.m3u8
台視,http://bd.228888888.xyz:8081/hls/ch205.m3u8
八大綜合,http://bd.228888888.xyz:8081/hls/ch206.m3u8
八大第一,http://bd.228888888.xyz:8081/hls/ch207.m3u8
八大戲劇,http://bd.228888888.xyz:8081/hls/ch208.m3u8
CNN,http://bd.228888888.xyz:8081/hls/ch315.m3u8
三立新聞,http://bd.228888888.xyz:8081/hls/ch210.m3u8
寰宇新聞,http://bd.228888888.xyz:8081/hls/ch211.m3u8
寰宇新聞2,http://bd.228888888.xyz:8081/hls/ch212.m3u8
台視新聞,http://bd.228888888.xyz:8081/hls/ch213.m3u8
華視新聞,http://bd.228888888.xyz:8081/hls/ch214.m3u8
TVBS新聞,http://bd.228888888.xyz:8081/hls/ch215.m3u8
民視新聞,http://bd.228888888.xyz:8081/hls/ch216.m3u8
東森新聞,http://bd.228888888.xyz:8081/hls/ch217.m3u8
中視新聞,http://bd.228888888.xyz:8081/hls/ch218.m3u8
中天新聞,http://bd.228888888.xyz:8081/hls/zhongtianxw.m3u8
國家地理,http://bd.228888888.xyz:8081/hls/ch316.m3u8



海外頻道,#genre#
越南,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8 
波蘭TV,http://stream.tvkujawy.pl:8080/live/broadcast.m3u8 
波蘭TVP1,http://hbbtvlive.v3.tvp.pl/hbbtvlive/livestream.php?app_id=tvpbialystok 
波蘭TVP2,http://hbbtvlive.v3.tvp.pl/hbbtvlive/livestream.php?app_id=tvppoznan 
德國1,http://62.113.210.250/medienasa-live/mdf1_high/agustiny.m3u8 
德國2,http://iptvcodes.blogspot.com@62.113.210.250/medienasa-live/ok-magdeburg_high/hasbahca.m3u8?bitrate=800 
德國3,http://isar-tv.iptv-playoutcenter.de:1935/isar-tv/isar-tv.stream_1/playlist.m3u8 
俄羅斯1,http://live2.mediacdn.ru/sr1/tro/playlist.m3u8 
俄羅斯2,http://hls.mirtv.cdnvideo.ru/mirtv-parampublish/mirtv_2500/playlist.m3u8 
俄羅斯3,http://hls.tvsoyuz.cdnvideo.ru/tvsoyuz2/muzsoyuz.6fw0-58xp-acts-esy0/chunklist.m3u8 
俄羅斯4,http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/playlist.m3u8 
俄羅斯5,http://live.cgtn.com/1000r/prog_index.m3u8 
法國1,http://f24hls-i.akamaihd.net/hls/live/221192/F24_FR_LO_HLS/master_900.m3u8 
法國2,http://mv2.tvfrancophonie.org/live/Stream1/media_b776739_w671289549.m3u8 
拉丁美洲,http://livees.cgtn.com/1000e/prog_index.m3u8 
拉脫維亞1,http://edge-telia1.tiesraides.lv/live/retv.lv.1_1/playlist_b1825196.m3u8 
拉脫維亞2,http://video.chaula.tv/hls/live/high/playlist_high.m3u8 
羅馬尼亞3,http://webmobile.xdev.ro:81/tv24/playlist.m3u8?time=1464028219168 
羅馬尼亞4,http://webmobile.xdev.ro:81/tv7/playlist.m3u8?time=1463062060161 
羅馬尼亞5,http://webmobile.xdev.ro:81/tv9/playlist.m3u8 
馬其頓,http://skyfolk.mk/live.m3u8 
美國1,http://bbcwssc.ic.llnwd.net/stream/bbcwssc_mp1_ws-einws_backup 
美國2,http://live.cgtn.com/1000/prog_index.m3u8 
美國3,http://live.cgtn.com/500/prog_index.m3u8 
美國本土,http://kntvlive-f.akamaihd.net/i/kntvb2_1@15530/index_1286_av-p.m3u8 
美國之音,https://voa-lh.akamaihd.net/i/voapnn_7@72817/index_0288_av-b.m3u8 
摩爾多瓦,http://webmobile.xdev.ro:81/tv16/playlist.m3u8 
墨西哥,http://bcoveliveios-i.akamaihd.net/hls/live/201661/57828478001/milenio_center_512k@51752.m3u8 
全美電視,https://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8 
瑞士1,http://klive-a.akamaihd.net/dc-1/live/hls/p/1719221/e/1_ljzy3evp/sd/10000/t/nwOKUovT2mwnA8x_KnC4z
